Text,AuthorID,ID,Timestamp
"Arming teachers yet banning books. That’s just great.

#RepublicansAreTheProblem",1131767503934377985,1530220474902487040,2022-05-27 16:12:45
"Are Republicans right on any issue? Guns? Abortion? Social Security? Corporate taxes? Russia? Separation of church and state? Healthcare? Voting rights? Education? Prescription drug costs?

Jesus, how do they ever win *any* election?",1131767503934377985,1530170963555491840,2022-05-27 12:56:01
@elonmusk Then you shouldn’t have spouted off.,1131767503934377985,1529915518504910849,2022-05-26 20:00:58
@KlHumpf Mmmm…Sprite.,1131767503934377985,1529820515812122625,2022-05-26 13:43:28
"In New York State, in order to get a concealed carry pistol permit you must:

—be 21
—get fingerprinted
—get 4 reference letters 
—get 2 phone references 
—federal background check
—speak with the county Sheriff

The fact that an 18 yo can buy an assault weapon same day is *NUTS*",1131767503934377985,1529815092556087298,2022-05-26 13:21:55
"When they prefer to ban books instead of assault weapons, you know that #RepublicansAreTheProblem.",1131767503934377985,1529804000215941123,2022-05-26 12:37:50
"When Republicans are more outraged by Beto’s courage than 19 massacred children.

#RepublicansAreTheProblem",1131767503934377985,1529791331203264512,2022-05-26 11:47:30
Look at Ted Cruz’s pathetic face in the background.,1131767503934377985,1529605279221940227,2022-05-25 23:28:11
Let’s vote this guy in… https://t.co/Z6sC1KaTaN,1131767503934377985,1529603322436472832,2022-05-25 23:20:25
@socalcctv Projection = guilt,1131767503934377985,1529537643335262210,2022-05-25 18:59:26
The police were protecting Abbott from Beto? The police *should* be protecting us from Abbott.,1131767503934377985,1529533551133204481,2022-05-25 18:43:10
@LWilson16984500 They don’t care about Black and Brown crime victims. What don’t you understand.,1131767503934377985,1529516250736607232,2022-05-25 17:34:25
"The Buffalo mass shooting victims were Black, and the Uvalde mass shooting victims were Hispanic. 

Republican translation: nothing to see here.",1131767503934377985,1529511112173051912,2022-05-25 17:14:00
"@cenkuygur Maybe on the ACA, but that’s a corporate boon, too.",1131767503934377985,1529496322146967553,2022-05-25 16:15:14
@Citizen_Zed You are brainwashed.,1131767503934377985,1529439725790154752,2022-05-25 12:30:20
@WalshFreedom Death by pseudo-centrism.,1131767503934377985,1529439500195217408,2022-05-25 12:29:27
Is “horrified and heartbroken” the new “thoughts and prayers”?,1131767503934377985,1529222925198381057,2022-05-24 22:08:51
@marglc Good point,1131767503934377985,1529220086107496448,2022-05-24 21:57:34
"Uvalde, TX is 78% Hispanic. Was the shooter white?",1131767503934377985,1529218769645670400,2022-05-24 21:52:20
@SenWarren How about gun control legislation?,1131767503934377985,1529218156123852800,2022-05-24 21:49:54
But they’re pro-life.,1131767503934377985,1529211724573949952,2022-05-24 21:24:21
I wish someone told me that you’re supposed to hike *before* you eat the poutine.,1131767503934377985,1529181610293309440,2022-05-24 19:24:41
"Another Democratic presidency that has done little or nothing for the little folks who got them there. 

And the alt-right says “thank you”by siphoning off these economically disgruntled workers through racism and fear-mongering.

@POTUS
@ewarren 
@RepKatiePorter 
@cenkuygur",1131767503934377985,1529161111186067459,2022-05-24 18:03:14
".@elonmusk has sure been quiet since losing a third of his net worth last week. 

It turns out that aligning with Trump and besmirching your own customers is bad for business. 

#whoops",1131767503934377985,1529093569159520258,2022-05-24 13:34:50
One thing is for sure: MAGA and Monkeypox don’t mix.,1131767503934377985,1528804924565364737,2022-05-23 18:27:52
@StephenKing …sped up.,1131767503934377985,1528714446906040320,2022-05-23 12:28:20
@NickAdamsinUSA Republicans have a demented definition of freedom.,1131767503934377985,1528523853986729987,2022-05-22 23:51:00
@DonaldJTrumpJr Monkeypox be licking its chops for crazy MAGA world.,1131767503934377985,1528414970093920256,2022-05-22 16:38:20
"@RonFilipkowski The child is playing a ukelele, so it’s not exactly a guitar lesson.",1131767503934377985,1528388339715424258,2022-05-22 14:52:30
@GOP Now do Trump and Covid.,1131767503934377985,1528114290678546435,2022-05-21 20:43:32
@SenWarren @POTUS What’s his problem on this? His poll numbers would actually go *up* if he did.,1131767503934377985,1528112287415816197,2022-05-21 20:35:34
If only our nation’s schools covered topics of racism as much as Republicans think they are.,1131767503934377985,1528106304035758081,2022-05-21 20:11:48
Ruth Bader Ginsburg would *not* be happy with the Supreme Court right about now.,1131767503934377985,1528066741191991299,2022-05-21 17:34:35
"Make no mistake, Republicans are supporting corporate price gouging in order to increase their chances in the midterms.",1131767503934377985,1528053133590597635,2022-05-21 16:40:31
"@Augusto51266491 Zero followers? Is that you, Vlad?",1131767503934377985,1528027717878292487,2022-05-21 14:59:31
"—Elon Musk screaming at everyone
—Ted Cruz screaming at airport workers
—MTG screaming at Biden 
—Lindsay Graham screaming at KBJ
—truckers screaming
—Karens screaming
—Clarence Thomas screaming 
—maskless air passengers screaming

What the hell is wrong with Republicans?",1131767503934377985,1528022763042136067,2022-05-21 14:39:50
He needs help. https://t.co/8IRQFePPP7,1131767503934377985,1527790260394008576,2022-05-20 23:15:57
@cenkuygur Cue the “Manchin and Sinema” apologists.,1131767503934377985,1527769897408905216,2022-05-20 21:55:02
How many immature billionaires can one country endure?,1131767503934377985,1527744212480958466,2022-05-20 20:12:59
"@elonmusk According to my calculations, you lose $68,000,000 every time you tweet. Nice.",1131767503934377985,1527739416273379330,2022-05-20 19:53:55
@hippydog444 He’s a fool. I’ll never buy a Tesla.,1131767503934377985,1527694319305498624,2022-05-20 16:54:43
"Moreover, what kind of electric car CEO antagonizes the political views of electric car buyers? 

@elonmusk is a moron, and Wall Street is punishing him accordingly.",1131767503934377985,1527692431025745920,2022-05-20 16:47:13
@smirnoff_sprite His potential tax burden is being eviscerated as investors flee his tarnished brand. Dude is crazy.,1131767503934377985,1527691362640056325,2022-05-20 16:42:58
@mmeadway Wall Street is punishing @elonmusk in a very big way.,1131767503934377985,1527690621628166144,2022-05-20 16:40:01
"@hippydog444 He must hate money, because his stock is getting destroyed.",1131767503934377985,1527689999713443840,2022-05-20 16:37:33
What kind of electric car CEO aligns with the political party that hates electric cars?,1131767503934377985,1527689407708397570,2022-05-20 16:35:12
"Yep, he’s a Republican… https://t.co/quilnE0TGE",1131767503934377985,1527442647488552962,2022-05-20 00:14:40
"Besides racism and greed, the trait that bothers me most about Republicans is their lack of humility. 

Arrogance and stupidity is a *bad* combo.",1131767503934377985,1527420180426637319,2022-05-19 22:45:23
"@elonmusk Dems *are* moderate, Republicans are neo-fascist.",1131767503934377985,1527333979107753986,2022-05-19 17:02:51
"They bitch about gas prices, but voted against legislation that would ameliorate it.

They bitch about baby formula, but voted against legislation that would provide it.

They bitch about voter fraud, but voted against legislation that would prevent it.

#RepublicansAreTheProblem",1131767503934377985,1527249886487388160,2022-05-19 11:28:42
"@Acyn Because if they actually helped fix the problem then what else would they bitch about. 

#BasketOfDeplorables",1131767503934377985,1527129343075536897,2022-05-19 03:29:42
"Turns out that no one wants to do business with a dick.

@elonmusk",1131767503934377985,1527011306196422657,2022-05-18 19:40:40
@elonmusk Just back out of the deal already.,1131767503934377985,1526973818056626176,2022-05-18 17:11:42
@Pinkstucco80 “At work”,1131767503934377985,1526942569082634240,2022-05-18 15:07:32
"Either the #Jan6thCommittee is withholding information because they don’t trust the DOJ, or the DOJ is asking for information because they don’t trust the Jan 6 Committee. 

Not good.",1131767503934377985,1526924735334031360,2022-05-18 13:56:40
Let’s practice replacement theory by canceling Tucker’s disgusting show.,1131767503934377985,1526894839094296577,2022-05-18 11:57:52
@RealDougFryer @seanhannity Fascists who love the environment.,1131767503934377985,1526785769838239744,2022-05-18 04:44:28
@seanhannity You can have him.,1131767503934377985,1526785630713303041,2022-05-18 04:43:55
@donwinslow Wtf,1131767503934377985,1526728176377937920,2022-05-18 00:55:37
@lazlototh67 @LoraLynnArmstr1 that’s a racist trope.,1131767503934377985,1526726188013694981,2022-05-18 00:47:43
"@lazlototh67 @LoraLynnArmstr1 Protesting a legally, fairly won American election alongside domestic terrorists. Sure.",1131767503934377985,1526719410148462594,2022-05-18 00:20:47
"Think about it. A sitting Supreme Court Justice’s wife is an insurrectionist, and *nothing* happened.",1131767503934377985,1526636334315716612,2022-05-17 18:50:40
@GeraldoRivera Kiss of death 😂,1131767503934377985,1526379978010636293,2022-05-17 01:52:00
"Why do Trump supporters think he’s popular? He lost to Hillary by 3 million votes and to Biden by 7 million votes. 

And would anyone who voted for Hillary or Biden *ever* switch to Trump? Fuck no. 

Let the orange idiot run a third time. He’ll lose by 10 million votes.",1131767503934377985,1526369869305942018,2022-05-17 01:11:50
3 mass shootings in 36 hours. ‘Murica.,1131767503934377985,1526023492369514498,2022-05-16 02:15:27
Would you rather drink a glass of pickle juice or aquarium water?,1131767503934377985,1526014047619104769,2022-05-16 01:37:55
I’m ready to #vote. How about you?,1131767503934377985,1525831791227043840,2022-05-15 13:33:42
@Truthma30249145 You think facts matter? They’ll pivot to 2nd Amendment protection shortly.,1131767503934377985,1525603004833050625,2022-05-14 22:24:35
Fox News (Lara Trump) was spinning this as inner-city crime in a Democratic city. They’re despicable.,1131767503934377985,1525599655924473859,2022-05-14 22:11:16
"1. Of course the 10 mass shooting victims are Black.

2. Of course the suspect is white. 

3. Of course the suspect is still alive.",1131767503934377985,1525586116295987200,2022-05-14 21:17:28
"At least we can finally stop pretending that the Supreme Court is an impartial, apolitical entity.",1131767503934377985,1525558086710218753,2022-05-14 19:26:06
@elonmusk The libs? You’re not even an American citizen.,1131767503934377985,1525549787780718595,2022-05-14 18:53:07
Democrats have the best First Ladies… https://t.co/Br0OrrF0SU,1131767503934377985,1525542489918164993,2022-05-14 18:24:07
@SteveSchmidtSES @NEDemocracy @EliseStefanik What’s a “media stenographer”?,1131767503934377985,1525516112628178950,2022-05-14 16:39:18
"What kind of man doesn’t protect the liberties of women? 

What kind of woman doesn’t protect the liberties of other women?",1131767503934377985,1525469583729168387,2022-05-14 13:34:25
"Republicans:

No masks
No unions
No vaccines
No civil rights
No healthcare
No gun control
No voting rights
No racial equality
No social security
No abortion rights
No green economy
No public education
No higher education
No immigration reform
No taxes on the wealthy

No democracy",1131767503934377985,1525464190676254720,2022-05-14 13:12:59
@elonmusk @Twitter Hope your team speaks Russian.,1131767503934377985,1525294835736920065,2022-05-14 02:00:02
@tedcruz @DaveMcCormickPA Kiss of death 😂,1131767503934377985,1525223131203379201,2022-05-13 21:15:06
@tedcruz Says a Hispanic Canadian.,1131767503934377985,1525175688977960960,2022-05-13 18:06:35
"@unnown05434137 Yep, more like “farcing” prison. 😂",1131767503934377985,1525099190417760258,2022-05-13 13:02:36
Do you believe this? https://t.co/PaLMLthhNj,1131767503934377985,1525088758286131204,2022-05-13 12:21:09
@MariaSa007 Tutti Fruitti,1131767503934377985,1524952986463649798,2022-05-13 03:21:38
"Forcing women to give birth and then bitching about baby formula. Ladies and gentlemen, the Republican Party.",1131767503934377985,1524916639354978307,2022-05-13 00:57:13
@DanRather https://t.co/hEAW99QujT,1131767503934377985,1524897803369123840,2022-05-12 23:42:22
@elonmusk He certainly isn’t trying to transform the country.,1131767503934377985,1524884637469794337,2022-05-12 22:50:03
Remember when something like this meant something? What a disaster.  https://t.co/ZDL0Q1hfga,1131767503934377985,1524879858383347732,2022-05-12 22:31:03
@oilluted Nah. We voted for Biden. He picked a dud.,1131767503934377985,1524878385150844947,2022-05-12 22:25:12
Sad fact: the fate of our democracy is in the hands of a little twit named Merrick Garland.,1131767503934377985,1524850147645071360,2022-05-12 20:33:00
@QuietRevolt22 @cenkuygur Nailed it.,1131767503934377985,1524779588248813570,2022-05-12 15:52:37
@cenkuygur He’s so bad at this.,1131767503934377985,1524779330458509313,2022-05-12 15:51:36
Was this supposed to be an insult? Jesus he’s horrible at the messaging game… https://t.co/onsfxXyQhs,1131767503934377985,1524773532290453507,2022-05-12 15:28:33
@wtfdoiwritenow Hang out by the Supreme Court,1131767503934377985,1524588341378883586,2022-05-12 03:12:40
This was in front of Amy Coney Barrett’s house.,1131767503934377985,1524581047568150528,2022-05-12 02:43:41
Powerful stuff… https://t.co/NOVbb2nKwC,1131767503934377985,1524580773612990466,2022-05-12 02:42:36
.@SenGillibrand is right; the best way to fix this crap is to win more elections—and win big.,1131767503934377985,1524542204123000832,2022-05-12 00:09:20
"@soveryhippie @PeteButtigieg @staceyabrams Yep. Katie Porter, too. @RepKatiePorter",1131767503934377985,1524532858647236608,2022-05-11 23:32:12
@AmandaLarreni Case in point: Donald Trump,1131767503934377985,1524516171265069058,2022-05-11 22:25:54
@AmandaLarreni It’s not as compelling as you think it is.,1131767503934377985,1524510635802910723,2022-05-11 22:03:54
"@cenkuygur I guess it comes down to judges. He voted for Katanji Brown and others. But yeah, I hear you",1131767503934377985,1524497105661972481,2022-05-11 21:10:08
"@KarlMartinOdom2 Great job, except for the unified messaging part for Biden. Time for $$$$, though.",1131767503934377985,1524469248747319297,2022-05-11 19:19:26
@KarlMartinOdom2 She’s had the mic for 15 months. You think she’s going to provide unified messaging now?,1131767503934377985,1524466732936667136,2022-05-11 19:09:27
"I suppose it’s hard when one faction of your party is Republican (Manchin and Sinema), another is trading $200,000,000 worth of stocks (Pelosi), another wants to defund the police (AOC), and another who doesn’t seem to want to do anything (Biden).",1131767503934377985,1524442502337601541,2022-05-11 17:33:09
"Democrats are in dire need of a rhetorical leader. It doesn’t have to be Biden (let’s face it, he’s not good at communications), but *someone* to establish and disseminate strong, clear, strategic talking points to drive a clear, convincing MESSAGE. 

We’re fucking lost.",1131767503934377985,1524441218964500480,2022-05-11 17:28:04
What’s a more appropriate term for “pro-life”?,1131767503934377985,1524393348815069186,2022-05-11 14:17:50
@NoLieWithBTC Snowflakes,1131767503934377985,1524226761785028615,2022-05-11 03:15:53
